threshold,cap,wordsRequiredAtD10,label,digest8,ndcg@1,ndcg@5,ndcg@8,ndcg@10,p@1,p@5,p@8,p@10,r@1,r@5,r@8,r@10,mrr@10,runLines,zeroResultQueries,p95SearchMs
0.75,10,8,sw-t0.7500-c10,c0310789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,0.961083
0.7778,1,8,sw-t0.7778-c1,2c68906a,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,0.926209
0.7778,2,8,sw-t0.7778-c2,b14455ee,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,0.939834
0.7778,3,8,sw-t0.7778-c3,4fb09d65,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.957833
0.7778,4,8,sw-t0.7778-c4,2ddc38f6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,0.900333
0.7778,5,8,sw-t0.7778-c5,45a7cbf0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,0.902541
0.7778,6,8,sw-t0.7778-c6,9cd586a5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,0.903458
0.7778,7,8,sw-t0.7778-c7,e4760d16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,0.919875
0.7778,8,8,sw-t0.7778-c8,c57fd202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,0.909667
0.7778,9,8,sw-t0.7778-c9,6243d5d3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,0.923458
0.7778,10,8,sw-t0.7778-c10,05e1ef1e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,0.918125
0.8,1,9,sw-t0.8000-c1,b56bbd14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,0.925750
0.8,2,9,sw-t0.8000-c2,898372f5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,0.940833
0.8,3,9,sw-t0.8000-c3,dc0e5591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.911000
0.8,4,9,sw-t0.8000-c4,eaf168aa,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,0.910042
0.8,5,9,sw-t0.8000-c5,84c344c0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,0.903916
0.8,6,9,sw-t0.8000-c6,276030a7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,0.931708
0.8,7,9,sw-t0.8000-c7,59b077c8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,0.918667
0.8,8,9,sw-t0.8000-c8,03538581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,0.950667
0.8,9,9,sw-t0.8000-c9,5b47ee68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,0.908042
0.8,10,9,sw-t0.8000-c10,32a69214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,0.902958
0.8333,1,9,sw-t0.8333-c1,7228af93,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,0.913125
0.8333,2,9,sw-t0.8333-c2,6a07c2be,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,0.937750
0.8333,3,9,sw-t0.8333-c3,b41d14de,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.927458
0.8333,4,9,sw-t0.8333-c4,4beaa657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,0.916667
0.8333,5,9,sw-t0.8333-c5,d3c40418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,1.000666
0.8333,6,9,sw-t0.8333-c6,689e8a04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,1.035833
0.8333,7,9,sw-t0.8333-c7,10fe0de5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,0.959833
0.8333,8,9,sw-t0.8333-c8,6bf9a2c9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,1.051792
0.8333,9,9,sw-t0.8333-c9,0fbcb715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,0.930042
0.8333,10,9,sw-t0.8333-c10,054ebb5e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,0.941958
0.8571,1,9,sw-t0.8571-c1,838378a1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,1.015958
0.8571,2,9,sw-t0.8571-c2,4d4f2eb3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,1.003000
0.8571,3,9,sw-t0.8571-c3,e119b4ed,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.974333
0.8571,4,9,sw-t0.8571-c4,0a3ca9d3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,0.931083
0.8571,5,9,sw-t0.8571-c5,a148734c,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,0.944042
0.8571,6,9,sw-t0.8571-c6,9e346864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,0.983792
0.8571,7,9,sw-t0.8571-c7,622a7a3d,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,0.933000
0.8571,8,9,sw-t0.8571-c8,a7e924d0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,0.915209
0.8571,9,9,sw-t0.8571-c9,37744fec,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,0.962750
0.8571,10,9,sw-t0.8571-c10,209c375e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,0.938958
0.875,1,9,sw-t0.8750-c1,2692b115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,0.965291
0.875,2,9,sw-t0.8750-c2,b847efff,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,0.950542
0.875,3,9,sw-t0.8750-c3,e34da7e8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.948541
0.875,4,9,sw-t0.8750-c4,00ade3ad,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,0.937750
0.875,5,9,sw-t0.8750-c5,d61b98c4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,0.921417
0.875,6,9,sw-t0.8750-c6,6b2ecf07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,1.020417
0.875,7,9,sw-t0.8750-c7,a45dedb1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,0.957041
0.875,8,9,sw-t0.8750-c8,e4392db0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,1.239417
0.875,9,9,sw-t0.8750-c9,36fe646c,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,0.992916
0.875,10,9,sw-t0.8750-c10,68218691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,0.959417
0.8889,1,9,sw-t0.8889-c1,69a15318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,0.891708
0.8889,2,9,sw-t0.8889-c2,378e6fd3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,1.090209
0.8889,3,9,sw-t0.8889-c3,6a4bb905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.965667
0.8889,4,9,sw-t0.8889-c4,58f16390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,0.993667
0.8889,5,9,sw-t0.8889-c5,85e1b6e5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,0.957625
0.8889,6,9,sw-t0.8889-c6,30a3dff9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,0.934750
0.8889,7,9,sw-t0.8889-c7,742612c7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,1.145958
0.8889,8,9,sw-t0.8889-c8,85f3b428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,1.082167
0.8889,9,9,sw-t0.8889-c9,dcdb1840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,1.284666
0.8889,10,9,sw-t0.8889-c10,d444e15e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,1.035500
0.9,1,10,sw-t0.9000-c1,9c4fa92c,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,2303,0.959792
0.9,2,10,sw-t0.9000-c2,6fdc5b61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2303,1.113625
0.9,3,10,sw-t0.9000-c3,59f60f6e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,2303,0.941584
0.9,4,10,sw-t0.9000-c4,65614e86,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,2303,1.084500
0.9,5,10,sw-t0.9000-c5,ff6db178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,2303,0.995000
0.9,6,10,sw-t0.9000-c6,4e0ec35a,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,2303,1.108583
0.9,7,10,sw-t0.9000-c7,e50f8f9f,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7,2303,1.189375
0.9,8,10,sw-t0.9000-c8,9fffa468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,2303,0.968875
0.9,9,10,sw-t0.9000-c9,2b9991b2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,2303,0.981292
0.9,10,10,sw-t0.9000-c10,788e9fcf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,2303,1.188209
1,1,,sw-t1.0000-c1,e3236e45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.911708
1,2,,sw-t1.0000-c2,ab911c09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.898042
1,3,,sw-t1.0000-c3,86ac7f8d,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.892667
1,4,,sw-t1.0000-c4,9dd35f04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.934584
1,5,,sw-t1.0000-c5,cf87b713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.900541
1,6,,sw-t1.0000-c6,f0623b10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.906458
1,7,,sw-t1.0000-c7,8b701129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.993375
1,8,,sw-t1.0000-c8,0d05c90a,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.941083
1,9,,sw-t1.0000-c9,eec26535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.940833
1,10,,sw-t1.0000-c10,404eaf8f,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2304,0.909208
0.15,null,2,sw-t0.1500-cnull,1154b598,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22213,11,0.966833
0,null,1,sw-t0.0000-cnull,995690dc,0.097078,0.129059,0.140393,0.145337,0.101997,0.049306,0.037652,0.032769,0.071147,0.158169,0.189303,0.205223,0.153951,23040,0,1.465375
